OrderID,Amount,Tax,Currency,Date,Time,FileName
276727,46.95 EUR,7.16,EUR,01-11-2024,20:55:40,hds-04-20241101_205540-6514.stm
274525,8.90 GBP,0.00 GBP[mag][bold: off],EUR,30-10-2024,12:21:27,hds-03-20241030_122140-6391.stm
,,,EUR,,,hds-03-20241027_105617-7018.stm
271135,5.57 EUR,0.85,EUR,25-10-2024,17:04:59,hds-04-20241025_160500-6544.stm
,,,EUR,,,hds-04-20241029_180851-6986.stm
276590,38.20 EUR,5.83,EUR,01-11-2024,16:30:42,hds-04-20241101_163042-6683.stm
,,,EUR,,,hds-03-20241101_132355-6684.stm
276078,5.00 EUR,0.73,EUR,01-11-2024,10:11:23,hds-04-20241101_101123-6631.stm
,,,EUR,,,hds-03-20241028_095807-6684.stm
,,,EUR,,,hds-03-20241029_073151-6798.stm
272040,3.00 EUR,0.44,EUR,28-10-2024,08:49:41,hds-04-20241028_084941-6631.stm
275914,1.50 EUR,0.23,EUR,01-11-2024,07:53:31,hds-03-20241101_075332-6798.stm
271839,3.00 EUR,0.46,EUR,27-10-2024,17:01:17,hds-03-20241027_170118-6806.stm
,,,EUR,,,hds-03-20241028_103705-7018.stm
,,,EUR,,,hds-04-20241028_094132-6798.stm
,,,EUR,,,hds-04-20241029_072151-6798.stm
1431624,0.95 GBP,0.00 GBP[mag][bold: off],EUR,30-10-2024,13:01:12,hds-04-20241030_130112-6352.stm
1439946,,,EUR,01-11-2024,14:55:26,hds-03-20241101_145526-6529.stm
1424638,,,EUR,29-10-2024,09:21:56,hds-03-20241029_092156-6529.stm
271809,5.75 EUR,0.88,EUR,27-10-2024,15:43:10,hds-04-20241027_154310-6631.stm
,,,EUR,,,hds-04-20241101_143016-7018.stm
276441,28.40 EUR,4.33,EUR,01-11-2024,13:18:42,hds-04-20241101_131843-6683.stm
275704,8.50 EUR,1.30,EUR,31-10-2024,14:15:27,hds-03-20241031_141528-6631.stm
,,,EUR,,,hds-03-20241102_095712-6798.stm
276744,109.45 EUR,16.69,EUR,01-11-2024,21:32:49,hds-03-20241101_213249-6514.stm
271193,2.50 EUR,0.38,EUR,25-10-2024,19:40:41,hds-03-20241025_184041-6631.stm
,,,EUR,,,hds-03-20241026_182225-6725.stm
272884,66.75 EUR,10.19,EUR,28-10-2024,21:10:29,hds-04-20241028_211029-6725.stm
,,,EUR,,,hds-03-20241026_074422-6798.stm
276839,9.00 EUR,1.37,EUR,02-11-2024,09:57:12,hds-03-20241102_095713-6798.stm
,,,EUR,,,hds-03-20241027_124226-7018.stm
276717,3.50 EUR,0.53,EUR,01-11-2024,20:39:38,hds-03-20241101_203938-6806.stm
274218,4.60 EUR,0.71,EUR,30-10-2024,10:44:19,hds-03-20241030_104623-6683.stm
,,,EUR,,,hds-04-20241028_114822-6683.stm
275871,4.50 EUR,0.69,EUR,01-11-2024,06:32:47,hds-04-20241101_063248-6798.stm
1420856,2.95 EUR,0.45,EUR,28-10-2024,07:49:38,hds-04-20241028_074938-6862.stm
1432177,1.10 GBP,0.00 GBP[mag][bold: off],EUR,30-10-2024,14:19:04,hds-03-20241030_141904-6352.stm
274743,188.50 EUR,28.75,EUR,30-10-2024,14:34:24,hds-04-20241030_143424-6605.stm
,,,EUR,,,hds-04-20241101_101103-6841.stm
275760,2.50 EUR,0.38,EUR,31-10-2024,16:04:39,hds-04-20241031_160439-6631.stm
271160,27.15 EUR,4.14,EUR,25-10-2024,18:24:13,hds-03-20241025_172413-6544.stm
1427440,4.30 EUR,0.46,EUR,29-10-2024,16:14:33,hds-03-20241029_161433-6454.stm
275684,5.40 GBP,0.00 GBP[mag][bold: off],EUR,31-10-2024,13:57:39,hds-04-20241031_135740-6775.stm
,,,EUR,,,hds-04-20241029_174952-6986.stm
1438134,8.50 EUR,1.29,EUR,01-11-2024,10:59:47,hds-04-20241101_105947-6862.stm
1421635,6.50 EUR,3.42,EUR,28-10-2024,11:19:11,hds-04-20241028_111911-6841.stm
,,,EUR,,,hds-03-20241030_170521-7018.stm
1437192,3.50 EUR,0.53,EUR,01-11-2024,06:26:30,hds-03-20241101_062630-6841.stm
271596,20.85 EUR,3.17,EUR,26-10-2024,19:40:09,hds-04-20241026_184009-6544.stm
274335,5.30 EUR,0.81,EUR,30-10-2024,11:26:22,hds-03-20241030_112623-6631.stm
1418804,1.50 EUR,0.23,EUR,26-10-2024,21:32:07,hds-03-20241026_203207-6454.stm
272882,5.00 EUR,0.76,EUR,28-10-2024,20:39:36,hds-03-20241028_203937-6631.stm
1434924,,,EUR,31-10-2024,12:12:32,hds-04-20241031_121232-6529.stm
,,,EUR,,,hds-03-20241031_084420-6841.stm
271440,2.20 EUR,0.34,EUR,26-10-2024,14:14:10,hds-04-20241026_131411-6631.stm
1434717,6.50 EUR,0.99,EUR,31-10-2024,12:05:26,hds-03-20241031_120526-6862.stm
,,,EUR,,,hds-03-20241026_211431-6986.stm
1423004,7.99 EUR,1.22,EUR,28-10-2024,13:34:48,hds-04-20241028_133448-6953.stm
1431135,3.00 GBP,0.50 GBP[mag][bold: off],EUR,30-10-2024,12:26:07,hds-04-20241030_122607-6352.stm
276196,3.00 EUR,0.43,EUR,01-11-2024,11:15:56,hds-04-20241101_111556-6631.stm
,,,EUR,,,hds-04-20241101_162421-6798.stm
,,,EUR,,,hds-03-20241101_150703-7018.stm
1426492,1.00 GBP,0.17 GBP[mag][bold: off],EUR,29-10-2024,12:50:10,hds-04-20241029_125010-6352.stm
273929,2.50 EUR,0.38,EUR,30-10-2024,07:38:48,hds-04-20241030_073848-6631.stm
1423088,,,EUR,28-10-2024,13:56:11,hds-04-20241028_135611-6529.stm
,,,EUR,,,hds-04-20241031_123704-6789.stm
,,,EUR,,,hds-04-20241026_190148-6514.stm
272616,10.90 GBP,0.00 GBP[mag][bold: off],EUR,28-10-2024,12:53:51,hds-04-20241028_125403-6391.stm
272266,4.40 GBP,0.00 GBP[mag][bold: off],EUR,28-10-2024,11:01:35,hds-03-20241028_110135-6775.stm
273823,1.50 EUR,0.21,EUR,29-10-2024,17:34:53,hds-04-20241029_173453-6631.stm
,,,EUR,,,hds-04-20241101_121536-6789.stm
275418,5.40 GBP,0.00 GBP[mag][bold: off],EUR,31-10-2024,12:03:28,hds-04-20241031_120328-6775.stm
271974,1.50 EUR,0.21,EUR,28-10-2024,07:57:46,hds-03-20241028_075746-6631.stm
272812,6.70 EUR,1.02,EUR,28-10-2024,17:07:16,hds-03-20241028_170716-6806.stm
,,,EUR,,,hds-04-20241029_135745-6684.stm
274699,7.50 EUR,1.14,EUR,30-10-2024,13:46:28,hds-04-20241030_134629-6631.stm
274819,4.00 EUR,0.61,EUR,30-10-2024,16:19:40,hds-04-20241030_161940-6631.stm
1430290,8.50 EUR,1.29,EUR,30-10-2024,11:17:02,hds-03-20241030_111702-6862.stm
1421535,4.60 EUR,0.70,EUR,28-10-2024,10:51:46,hds-04-20241028_105146-6841.stm
1435889,1.00 GBP,0.17 GBP[mag][bold: off],EUR,31-10-2024,13:07:13,hds-03-20241031_130713-6352.stm
,,,EUR,,,hds-04-20241028_072908-6798.stm
276815,2.50 EUR,0.38,EUR,02-11-2024,09:14:10,hds-03-20241102_091410-6631.stm
272828,1.50 EUR,0.21,EUR,28-10-2024,17:47:29,hds-04-20241028_174729-6631.stm
272752,5.00 GBP,0.83 GBP[mag][bold: off],EUR,28-10-2024,15:01:37,hds-04-20241028_150138-6775.stm
,,,EUR,,,hds-04-20241030_102642-6529.stm
,,,EUR,,,hds-03-20241031_113510-6684.stm
1421700,6.00 EUR,0.92,EUR,28-10-2024,11:37:07,hds-04-20241028_113708-6862.stm
,10.80 GBP,0.54 GBP[mag][bold: off],EUR,,,hds-04-20241030_095242-6471.stm
1431318,3.50 GBP,0.58 GBP[mag][bold: off],EUR,30-10-2024,12:37:31,hds-04-20241030_123732-6352.stm
1435721,3.00 GBP,0.50 GBP[mag][bold: off],EUR,31-10-2024,12:54:49,hds-03-20241031_125449-6352.stm
1434921,7.50 EUR,1.15,EUR,31-10-2024,12:12:25,hds-03-20241031_121225-6970.stm
276248,8.65 EUR,1.32,EUR,01-11-2024,11:58:02,hds-03-20241101_115802-6544.stm
,,,EUR,,,hds-04-20241025_153353-6391.stm
271952,1.60 EUR,0.23,EUR,28-10-2024,07:31:55,hds-03-20241028_073156-6798.stm
1437902,7.00 EUR,1.07,EUR,01-11-2024,09:58:17,hds-04-20241101_095818-6841.stm
271453,23.00 EUR,3.51,EUR,26-10-2024,14:45:06,hds-04-20241026_134507-6514.stm
1437352,2.80 EUR,0.43,EUR,01-11-2024,07:55:57,hds-04-20241101_075558-6841.stm
1417076,9.20 EUR,1.40,EUR,25-10-2024,19:43:55,hds-03-20241025_184355-6454.stm
276661,8.00 EUR,1.22,EUR,01-11-2024,18:45:43,hds-03-20241101_184544-6605.stm
,,,EUR,,,hds-04-20241031_222541-6725.stm
276515,3.50 EUR,0.54,EUR,01-11-2024,14:16:23,hds-04-20241101_141624-6798.stm
,,,EUR,,,hds-03-20241030_194900-7018.stm
276472,4.50 EUR,0.69,EUR,01-11-2024,13:40:07,hds-04-20241101_134007-6631.stm
273693,23.10 EUR,2.52,EUR,29-10-2024,13:57:44,hds-03-20241029_135750-6683.stm
,,,EUR,,,hds-04-20241102_093312-7018.stm
271423,2.80 EUR,0.43,EUR,26-10-2024,13:56:41,hds-03-20241026_125642-6631.stm
,,,EUR,,,hds-04-20241026_112617-7018.stm
,,,EUR,,,hds-04-20241029_123958-6789.stm
1426413,,,EUR,29-10-2024,12:44:58,hds-03-20241029_124458-6529.stm
,,,EUR,,,hds-03-20241026_104606-6391.stm
276850,5.40 EUR,0.82,EUR,02-11-2024,10:12:33,hds-04-20241102_101233-6631.stm
1424606,4.10 EUR,0.63,EUR,29-10-2024,09:15:19,hds-04-20241029_091519-6841.stm
273783,11.25 EUR,1.72,EUR,29-10-2024,15:51:07,hds-03-20241029_155107-6544.stm
271563,12.90 EUR,1.97,EUR,26-10-2024,18:45:26,hds-03-20241026_174547-6683.stm
274054,8.50 EUR,1.27,EUR,30-10-2024,09:15:04,hds-04-20241030_091506-6631.stm
271286,18.00 EUR,2.75,EUR,26-10-2024,09:31:15,hds-03-20241026_083115-6970.stm
,,,EUR,,,hds-03-20241030_095416-6798.stm
271381,4.50 EUR,0.69,EUR,26-10-2024,12:57:45,hds-04-20241026_115746-6631.stm
1433829,1.00 GBP,0.17 GBP[mag][bold: off],EUR,31-10-2024,09:16:32,hds-03-20241031_091632-6352.stm
,,,EUR,,,hds-03-20241029_211722-6986.stm
1421721,5.20 EUR,0.79,EUR,28-10-2024,11:42:49,hds-03-20241028_114249-6841.stm
,,,EUR,,,hds-03-20241026_101105-6798.stm
,,,EUR,,,hds-04-20241101_160725-6391.stm
1422104,3.95 GBP,0.50 GBP[mag][bold: off],EUR,28-10-2024,12:11:02,hds-03-20241028_121102-6352.stm
1424343,2.00 GBP,0.33 GBP[mag][bold: off],EUR,29-10-2024,08:43:56,hds-04-20241029_084356-6352.stm
1425201,3.50 EUR,0.53,EUR,29-10-2024,11:32:11,hds-04-20241029_113212-6862.stm
,,,EUR,,,hds-03-20241027_193847-6725.stm
276576,18.23 EUR,2.78,EUR,01-11-2024,15:56:49,hds-04-20241101_155650-6605.stm
271126,12.30 EUR,1.88,EUR,25-10-2024,16:49:19,hds-04-20241025_154919-6631.stm
273899,3.00 EUR,0.46,EUR,30-10-2024,06:45:08,hds-03-20241030_064508-6798.stm
276148,9.70 EUR,1.46,EUR,01-11-2024,10:44:56,hds-03-20241101_104457-6631.stm
1433340,8.35 EUR,1.26,EUR,31-10-2024,08:12:30,hds-03-20241031_081231-6970.stm
,,,EUR,,,hds-03-20241101_134726-6684.stm
1420326,14.40 EUR,2.20,EUR,27-10-2024,15:32:04,hds-03-20241027_153204-6454.stm
,,,EUR,,,hds-04-20241101_133403-7018.stm
,,,EUR,,,hds-04-20241030_084859-6971.stm
,,,EUR,,,hds-03-20241102_102059-7018.stm
1426606,8.90 EUR,1.35,EUR,29-10-2024,12:58:54,hds-04-20241029_125854-6454.stm
276669,2.20 EUR,0.34,EUR,01-11-2024,18:57:13,hds-04-20241101_185713-6631.stm
271724,5.00 EUR,0.76,EUR,27-10-2024,11:35:08,hds-04-20241027_113508-6631.stm
,,,EUR,,,hds-03-20241101_102939-7018.stm
,,,EUR,,,hds-03-20241027_105932-7018.stm
273285,1.70 EUR,inf,EUR,29-10-2024,11:26:17,hds-03-20241029_112618-6798.stm
276549,9.05 EUR,1.39,EUR,01-11-2024,15:22:50,hds-03-20241101_152250-6544.stm
,,,EUR,,,hds-04-20241029_182415-6986.stm
1437652,,,EUR,01-11-2024,08:59:23,hds-04-20241101_085924-6529.stm
272222,5.80 EUR,0.88,EUR,28-10-2024,10:42:29,hds-04-20241028_104230-6798.stm
,17.00 EUR,2.60,EUR,,,hds-04-20241030_121138-6970.stm
,,,EUR,,,hds-04-20241101_123216-6798.stm
,,,EUR,,,hds-03-20241028_124349-6789.stm
,,,EUR,,,hds-03-20241031_121231-7018.stm
273558,7.90 EUR,0.95,EUR,29-10-2024,12:42:12,hds-03-20241029_124213-6798.stm
272877,9.00 EUR,1.35,EUR,28-10-2024,20:31:54,hds-04-20241028_203155-6631.stm
,,,EUR,,,hds-04-20241101_090046-6529.stm
1438112,2.00 EUR,0.29,EUR,01-11-2024,10:53:20,hds-04-20241101_105320-6841.stm
1423197,3.00 EUR,0.46,EUR,28-10-2024,14:46:32,hds-03-20241028_144632-6454.stm
1429351,0.50 GBP,0.08 GBP[mag][bold: off],EUR,30-10-2024,08:16:31,hds-03-20241030_081631-6352.stm
1421970,8.00 EUR,1.22,EUR,28-10-2024,12:06:13,hds-03-20241028_120613-6862.stm
,,,EUR,,,hds-03-20241101_120507-6798.stm
,,,EUR,,,hds-04-20241026_191814-6986.stm
,,,EUR,,,hds-03-20241031_070251-6798.stm
276809,5.50 EUR,0.84,EUR,02-11-2024,09:05:08,hds-03-20241102_090508-6631.stm
1425066,8.00 EUR,1.22,EUR,29-10-2024,10:56:58,hds-03-20241029_105658-6862.stm
271744,8.50 EUR,1.27,EUR,27-10-2024,12:19:24,hds-03-20241027_121924-6631.stm
271179,27.50 EUR,4.20,EUR,25-10-2024,19:09:21,hds-04-20241025_180921-6683.stm
,,,EUR,,,hds-03-20241031_134742-6529.stm
276712,86.45 EUR,13.19,EUR,01-11-2024,20:26:10,hds-04-20241101_202611-6514.stm
,,,EUR,,,hds-03-20241029_194801-6986.stm
271448,13.80 GBP,0.00 GBP[mag][bold: off],EUR,26-10-2024,14:33:29,hds-04-20241026_133329-6391.stm
1426027,,,EUR,29-10-2024,12:24:12,hds-03-20241029_122412-6529.stm
272821,4.00 EUR,0.61,EUR,28-10-2024,17:18:56,hds-04-20241028_171856-6806.stm
275223,3.50 EUR,0.53,EUR,31-10-2024,10:41:37,hds-03-20241031_104138-6798.stm
275104,1.80 EUR,0.27,EUR,31-10-2024,09:35:56,hds-03-20241031_093556-6631.stm
271480,4.70 EUR,0.71,EUR,26-10-2024,16:00:00,hds-03-20241026_150001-6631.stm
271909,11.50 EUR,1.70,EUR,27-10-2024,20:50:56,hds-03-20241027_205056-6631.stm
,,,EUR,,,hds-03-20241030_123355-7018.stm
,,,EUR,,,hds-03-20241030_201702-6514.stm
272661,1.80 EUR,0.27,EUR,28-10-2024,13:14:32,hds-03-20241028_131433-6631.stm
1431464,0.95 GBP,0.00 GBP[mag][bold: off],EUR,30-10-2024,12:47:45,hds-04-20241030_124745-6352.stm
,,,EUR,,,hds-04-20241029_121342-6789.stm
1437672,3.60 EUR,0.55,EUR,01-11-2024,09:01:44,hds-04-20241101_090144-6862.stm
,,,EUR,,,hds-03-20241101_131851-6559.stm
1429141,7.00 EUR,1.07,EUR,30-10-2024,07:06:28,hds-04-20241030_070628-6862.stm
276392,14.50 EUR,2.20,EUR,01-11-2024,12:50:41,hds-03-20241101_125041-6544.stm
271710,4.00 EUR,0.61,EUR,27-10-2024,10:54:17,hds-03-20241027_105417-6631.stm
1426555,,,EUR,29-10-2024,12:54:48,hds-03-20241029_125448-6529.stm
,10.80 GBP,0.54 GBP[mag][bold: off],EUR,,,hds-03-20241030_100419-6471.stm
1421274,,,EUR,28-10-2024,09:39:23,hds-04-20241028_093923-6529.stm
1426298,,,EUR,29-10-2024,12:37:40,hds-03-20241029_123740-6529.stm
1429255,11.60 EUR,1.76,EUR,30-10-2024,07:57:45,hds-03-20241030_075745-6970.stm
274924,18.10 EUR,2.76,EUR,30-10-2024,21:19:47,hds-03-20241030_211947-6544.stm
,,,EUR,,,hds-03-20241101_134449-7018.stm
271307,13.95 EUR,2.13,EUR,26-10-2024,10:48:09,hds-03-20241026_094810-6725.stm
271730,3.25 EUR,0.50,EUR,27-10-2024,11:53:45,hds-03-20241027_115345-6631.stm
1441520,4.75 EUR,0.72,EUR,02-11-2024,10:03:00,hds-03-20241102_100300-6970.stm
271500,5.00 EUR,0.76,EUR,26-10-2024,16:30:31,hds-03-20241026_153032-6631.stm
1438352,7.00 EUR,1.07,EUR,01-11-2024,11:47:52,hds-04-20241101_114752-6862.stm
,,,EUR,,,hds-04-20241027_124847-7018.stm
1429717,1.75 GBP,0.00 GBP[mag][bold: off],EUR,30-10-2024,09:14:35,hds-03-20241030_091436-6352.stm
,14.10 EUR,2.14,EUR,,,hds-03-20241028_120716-6970.stm
,,,EUR,,,hds-04-20241031_090716-6391.stm
1438429,3.50 EUR,0.53,EUR,01-11-2024,12:00:39,hds-04-20241101_120039-6862.stm
274896,10.00 EUR,1.53,EUR,30-10-2024,19:17:49,hds-04-20241030_191749-6806.stm
,,,EUR,,,hds-04-20241030_091516-6529.stm
,,,EUR,,,hds-04-20241030_085203-6775.stm
,,,EUR,,,hds-04-20241028_085639-6798.stm
275820,1.50 EUR,0.21,EUR,31-10-2024,19:19:34,hds-03-20241031_191934-6631.stm
,,,EUR,,,hds-04-20241025_152734-7018.stm
,,,EUR,,,hds-04-20241102_101825-7018.stm
271627,2.50 EUR,0.38,EUR,26-10-2024,20:42:14,hds-03-20241026_194214-6631.stm
,,,EUR,,,hds-03-20241028_170534-7018.stm
271315,18.30 EUR,2.57,EUR,26-10-2024,11:11:05,hds-04-20241026_101114-6798.stm
271275,12.30 EUR,1.41,EUR,26-10-2024,09:04:38,hds-04-20241026_080439-6798.stm
,,,EUR,,,hds-03-20241025_163251-7018.stm
,,,EUR,,,hds-04-20241031_082331-6529.stm
,,,EUR,,,hds-04-20241031_105031-6798.stm
,,,EUR,,,hds-04-20241101_080314-6798.stm
,,,EUR,,,hds-03-20241031_091138-6529.stm
1417308,4.40 EUR,0.68,EUR,25-10-2024,22:27:29,hds-04-20241025_212729-6454.stm
,,,EUR,,,hds-04-20241028_175101-7018.stm
276317,4.00 EUR,0.61,EUR,01-11-2024,12:18:31,hds-03-20241101_121831-6798.stm
274715,28.00 EUR,0.00,EUR,30-10-2024,13:57:41,hds-03-20241030_135741-6798.stm
274808,3.00 EUR,0.46,EUR,30-10-2024,16:09:06,hds-03-20241030_160907-6806.stm
271210,1.50 EUR,0.21,EUR,25-10-2024,20:09:46,hds-04-20241025_190947-6631.stm
1427442,1.90 EUR,0.18,EUR,29-10-2024,16:15:17,hds-03-20241029_161517-6454.stm
,,,EUR,,,hds-03-20241029_184245-6559.stm
1424894,2.50 EUR,0.38,EUR,29-10-2024,10:17:38,hds-03-20241029_101738-6862.stm
273777,3.00 EUR,0.46,EUR,29-10-2024,15:44:04,hds-03-20241029_154404-6798.stm
272058,10.00 EUR,1.30,EUR,28-10-2024,09:03:58,hds-04-20241028_090359-6798.stm
,,,EUR,,,hds-03-20241031_195101-7018.stm
272834,4.30 EUR,0.65,EUR,28-10-2024,18:09:21,hds-04-20241028_180922-6631.stm
271671,1.80 EUR,0.27,EUR,27-10-2024,08:57:00,hds-04-20241027_085700-6631.stm
1439328,,,EUR,01-11-2024,13:06:44,hds-04-20241101_130644-6529.stm
,,,EUR,,,hds-03-20241029_063400-6798.stm
273831,15.00 EUR,2.29,EUR,29-10-2024,18:07:09,hds-04-20241029_180709-6631.stm
,,,EUR,,,hds-04-20241029_193038-6986.stm
1433564,,,EUR,31-10-2024,08:45:50,hds-03-20241031_084551-6529.stm
,,,EUR,,,hds-03-20241029_111059-6391.stm
275919,9.20 EUR,1.41,EUR,01-11-2024,08:00:45,hds-03-20241101_080046-6798.stm
276765,6.00 EUR,0.92,EUR,01-11-2024,22:49:56,hds-03-20241101_224956-6806.stm
271251,19.00 EUR,2.90,EUR,25-10-2024,22:50:39,hds-04-20241025_215039-6514.stm
,,,EUR,,,hds-03-20241102_084809-7018.stm
276721,7.50 EUR,1.14,EUR,01-11-2024,20:47:08,hds-03-20241101_204708-6631.stm
275665,1.60 EUR,0.23,EUR,31-10-2024,13:39:31,hds-04-20241031_133931-6798.stm
1434351,1.85 EUR,0.28,EUR,31-10-2024,11:14:32,hds-04-20241031_111432-6862.stm
1418458,1.10 EUR,0.15,EUR,26-10-2024,19:05:20,hds-04-20241026_180520-6454.stm
273891,2.50 EUR,0.38,EUR,29-10-2024,21:41:31,hds-03-20241029_214131-6631.stm
,,,EUR,,,hds-04-20241031_145757-6352.stm
,,,EUR,,,hds-03-20241030_101439-7018.stm
276682,34.00 EUR,5.20,EUR,01-11-2024,19:25:35,hds-03-20241101_192535-6806.stm
,,,EUR,,,hds-04-20241031_123113-6789.stm
,,,EUR,,,hds-03-20241028_205643-6725.stm
1434953,3.50 EUR,0.53,EUR,31-10-2024,12:13:30,hds-04-20241031_121330-6862.stm
,,,EUR,,,hds-04-20241101_133648-7018.stm
,,,EUR,,,hds-04-20241101_120457-6391.stm
276677,54.00 EUR,8.24,EUR,01-11-2024,19:08:11,hds-03-20241101_190811-6514.stm
,,,EUR,,,hds-03-20241101_091835-6529.stm
,,,EUR,,,hds-03-20241030_102338-7018.stm
,,,EUR,,,hds-03-20241031_094943-6798.stm
,,,EUR,,,hds-04-20241026_093421-6683.stm
1437084,7.00 EUR,1.04,EUR,31-10-2024,21:05:32,hds-04-20241031_210533-6454.stm
271771,13.95 EUR,2.13,EUR,27-10-2024,13:39:18,hds-03-20241027_133919-6725.stm
,,,EUR,,,hds-03-20241028_103820-6684.stm
1429969,2.50 EUR,0.38,EUR,30-10-2024,09:57:02,hds-03-20241030_095702-6862.stm
1420582,3.60 EUR,0.55,EUR,27-10-2024,18:13:54,hds-03-20241027_181355-6454.stm
272020,7.50 EUR,1.15,EUR,28-10-2024,08:39:45,hds-03-20241028_083946-6798.stm
,,,EUR,,,hds-04-20241030_121720-6789.stm
,,,EUR,,,hds-04-20241025_151823-7018.stm
1424532,4.00 EUR,0.61,EUR,29-10-2024,09:05:40,hds-04-20241029_090541-6841.stm
,,,EUR,,,hds-04-20241031_185627-7018.stm
,,,EUR,,,hds-03-20241030_120546-6789.stm
,,,EUR,,,hds-04-20241101_115516-6798.stm
276083,6.90 EUR,1.05,EUR,01-11-2024,10:13:55,hds-03-20241101_101355-6631.stm
,,,EUR,,,hds-04-20241031_075725-6798.stm
1434742,2.50 EUR,0.38,EUR,31-10-2024,12:06:11,hds-04-20241031_120611-6862.stm
275634,5.00 EUR,0.76,EUR,31-10-2024,13:21:56,hds-04-20241031_132157-6631.stm
271122,5.60 EUR,0.85,EUR,25-10-2024,16:33:23,hds-03-20241025_153323-6631.stm
271679,4.30 EUR,0.65,EUR,27-10-2024,09:29:17,hds-04-20241027_092917-6631.stm
1429311,,,EUR,30-10-2024,08:08:34,hds-03-20241030_080834-6529.stm
1429608,,,EUR,30-10-2024,08:56:04,hds-03-20241030_085604-6529.stm
275718,11.20 EUR,1.68,EUR,31-10-2024,14:37:20,hds-03-20241031_143721-6798.stm
,,,EUR,,,hds-03-20241029_123209-6841.stm
1424285,32.60 EUR,11.57,EUR,29-10-2024,08:35:12,hds-04-20241029_083512-6841.stm
276347,4.50 EUR,0.69,EUR,01-11-2024,12:29:33,hds-03-20241101_122942-6798.stm
,,,EUR,,,hds-03-20241026_104544-6971.stm
,,,EUR,,,hds-04-20241029_083221-6841.stm
,,,EUR,,,hds-04-20241031_110950-6683.stm
276752,6.80 EUR,1.04,EUR,01-11-2024,21:56:28,hds-04-20241101_215628-6631.stm
,,,EUR,,,hds-03-20241029_094202-6798.stm
276290,17.60 GBP,0.00 GBP[mag][bold: off],EUR,01-11-2024,12:11:46,hds-03-20241101_121225-6391.stm
,,,EUR,,,hds-03-20241101_140253-7018.stm
273010,1.50 EUR,0.23,EUR,29-10-2024,08:55:50,hds-04-20241029_085550-6798.stm
1436127,3.00 GBP,0.50 GBP[mag][bold: off],EUR,31-10-2024,13:31:42,hds-04-20241031_133142-6352.stm
,,,EUR,,,hds-03-20241031_154309-7018.stm
274973,6.40 EUR,0.98,EUR,31-10-2024,07:39:26,hds-04-20241031_073926-6798.stm
276670,15.95 EUR,2.43,EUR,01-11-2024,18:57:17,hds-03-20241101_185718-6725.stm
271957,5.00 EUR,0.76,EUR,28-10-2024,07:33:18,hds-03-20241028_073318-6631.stm
271212,3.50 EUR,0.53,EUR,25-10-2024,20:18:30,hds-04-20241025_191830-6544.stm
,,,EUR,,,hds-04-20241031_080653-6798.stm
1420936,1.00 GBP,0.17 GBP[mag][bold: off],EUR,28-10-2024,08:22:13,hds-04-20241028_082213-6352.stm
,,,EUR,,,hds-04-20241027_085827-7018.stm
271561,27.80 EUR,4.25,EUR,26-10-2024,18:44:26,hds-03-20241026_174427-6544.stm
276841,4.00 EUR,0.61,EUR,02-11-2024,09:59:17,hds-03-20241102_095917-6631.stm
,,,EUR,,,hds-03-20241101_172511-6798.stm
,,,EUR,,,hds-04-20241101_134535-7018.stm
276713,26.90 EUR,4.11,EUR,01-11-2024,20:28:17,hds-03-20241101_202818-6725.stm
272302,3.00 EUR,0.46,EUR,28-10-2024,11:13:55,hds-03-20241028_111355-6798.stm
,,,EUR,,,hds-03-20241101_135855-6841.stm
271573,7.00 EUR,1.07,EUR,26-10-2024,18:54:47,hds-04-20241026_175447-6806.stm
,,,EUR,,,hds-03-20241025_171514-6725.stm
,,,EUR,,,hds-04-20241027_131438-7018.stm
,,,EUR,,,hds-03-20241027_225419-6544.stm
,,,EUR,,,hds-03-20241029_192927-6986.stm
,,,EUR,,,hds-03-20241028_152152-6684.stm
271618,2.05 EUR,0.32,EUR,26-10-2024,20:24:37,hds-04-20241026_192437-6544.stm
275527,24.75 GBP,0.00 GBP[mag][bold: off],EUR,31-10-2024,12:31:18,hds-04-20241031_123118-6775.stm
274300,15.70 EUR,2.36,EUR,30-10-2024,11:16:37,hds-03-20241030_111638-6798.stm
1425678,3.00 GBP,0.50 GBP[mag][bold: off],EUR,29-10-2024,12:10:21,hds-03-20241029_121021-6352.stm
1430207,8.00 EUR,1.22,EUR,30-10-2024,10:57:52,hds-04-20241030_105752-6862.stm
,,,EUR,,,hds-04-20241030_170717-6544.stm
271324,10.30 EUR,1.57,EUR,26-10-2024,11:21:52,hds-03-20241026_102153-6798.stm
274616,1.50 EUR,0.23,EUR,30-10-2024,12:59:29,hds-04-20241030_125930-6798.stm
,,,EUR,,,hds-03-20241028_122243-6789.stm
1433595,1.75 GBP,0.00 GBP[mag][bold: off],EUR,31-10-2024,08:50:58,hds-04-20241031_085058-6352.stm
1435576,,,EUR,31-10-2024,12:44:05,hds-03-20241031_124405-6529.stm
,,,EUR,,,hds-03-20241101_140442-6391.stm
,,,EUR,,,hds-04-20241101_091215-6789.stm
,,,EUR,,,hds-03-20241030_125604-6391.stm
271883,40.80 EUR,6.22,EUR,27-10-2024,18:56:24,hds-04-20241027_185625-6544.stm
,,,EUR,,,hds-04-20241029_090257-6798.stm
,,,EUR,,,hds-03-20241101_165256-7018.stm
